rowkey,deviceId,variable,value,alarmClass,timeMili,received_time,kafka_time
it_866897057670616#2023.06.07.04.41.07.000#1112,it_866897057670616,ENGINE RPM,885.5,0,1686112867000,2023-06-07 04:41:11.602000 UTC,2023-06-07T10:11:07
it_866897057670616#2023.06.07.04.41.07.000#1113,it_866897057670616,Vehicle speed,11,0,1686112867000,2023-06-07 04:41:11.582000 UTC,2023-06-07T10:11:07
it_866897057670616#2023.06.07.04.41.07.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112867000,2023-06-07 04:41:11.570000 UTC,2023-06-07T10:11:07
it_866897057670616#2023.06.07.04.41.07.000#311,it_866897057670616,EXTERNAL BATTERY,13.871,0,1686112867000,2023-06-07 04:41:11.568000 UTC,2023-06-07T10:11:07
it_866897057670616#2023.06.07.04.40.57.000#1112,it_866897057670616,ENGINE RPM,866.0,0,1686112857000,2023-06-07 04:41:02.188000 UTC,2023-06-07T10:10:57
it_866897057670616#2023.06.07.04.40.57.000#000,it_866897057670616,POSITION,"25.220134735107422,85.50521850585938,null,GPS",0,1686112857000,2023-06-07 04:41:02.184000 UTC,2023-06-07T10:10:57
it_866897057670616#2023.06.07.04.40.57.000#1113,it_866897057670616,Vehicle speed,21,0,1686112857000,2023-06-07 04:41:02.181000 UTC,2023-06-07T10:10:57
it_866897057670616#2023.06.07.04.40.57.000#311,it_866897057670616,EXTERNAL BATTERY,13.915,0,1686112857000,2023-06-07 04:41:01.005000 UTC,2023-06-07T10:10:57
it_866897057670616#2023.06.07.04.40.57.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112857000,2023-06-07 04:41:01.001000 UTC,2023-06-07T10:10:57
it_866897057670616#2023.06.07.04.40.46.000#1112,it_866897057670616,ENGINE RPM,1065.0,0,1686112846000,2023-06-07 04:40:52.299000 UTC,2023-06-07T10:10:46
it_866897057670616#2023.06.07.04.40.46.000#000,it_866897057670616,POSITION,"25.22012710571289,85.50602722167969,null,GPS",0,1686112846000,2023-06-07 04:40:52.219000 UTC,2023-06-07T10:10:46
it_866897057670616#2023.06.07.04.40.46.000#1113,it_866897057670616,Vehicle speed,26,0,1686112846000,2023-06-07 04:40:52.218000 UTC,2023-06-07T10:10:46
it_866897057670616#2023.06.07.04.40.46.000#311,it_866897057670616,EXTERNAL BATTERY,13.841,0,1686112846000,2023-06-07 04:40:50.808000 UTC,2023-06-07T10:10:46
it_866897057670616#2023.06.07.04.40.46.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112846000,2023-06-07 04:40:50.803000 UTC,2023-06-07T10:10:46
it_866897057670616#2023.06.07.04.40.39.000#000,it_866897057670616,POSITION,"25.220186233520508,85.50653076171875,null,GPS",0,1686112839000,2023-06-07 04:40:45.707000 UTC,2023-06-07T10:10:39
it_866897057670616#2023.06.07.04.40.39.000#1112,it_866897057670616,ENGINE RPM,1075.5,0,1686112839000,2023-06-07 04:40:45.704000 UTC,2023-06-07T10:10:39
it_866897057670616#2023.06.07.04.40.39.000#1113,it_866897057670616,Vehicle speed,26,0,1686112839000,2023-06-07 04:40:45.683000 UTC,2023-06-07T10:10:39
it_866897057670616#2023.06.07.04.40.39.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112839000,2023-06-07 04:40:44.826000 UTC,2023-06-07T10:10:39
it_866897057670616#2023.06.07.04.40.39.000#311,it_866897057670616,EXTERNAL BATTERY,13.841,0,1686112839000,2023-06-07 04:40:44.825000 UTC,2023-06-07T10:10:39
it_866897057670616#2023.06.07.04.40.37.000#311,it_866897057670616,EXTERNAL BATTERY,13.871,0,1686112837000,2023-06-07 04:40:41.496000 UTC,2023-06-07T10:10:37
it_866897057670616#2023.06.07.04.40.37.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112837000,2023-06-07 04:40:41.494000 UTC,2023-06-07T10:10:37
it_866897057670616#2023.06.07.04.40.37.000#000,it_866897057670616,POSITION,"25.22021484375,85.50667572021484,null,GPS",0,1686112837000,2023-06-07 04:40:41.490000 UTC,2023-06-07T10:10:37
it_866897057670616#2023.06.07.04.40.37.000#1112,it_866897057670616,ENGINE RPM,1090.0,0,1686112837000,2023-06-07 04:40:40.889000 UTC,2023-06-07T10:10:37
it_866897057670616#2023.06.07.04.40.37.000#1113,it_866897057670616,Vehicle speed,27,0,1686112837000,2023-06-07 04:40:40.884000 UTC,2023-06-07T10:10:37
it_866897057670616#2023.06.07.04.40.27.000#000,it_866897057670616,POSITION,"25.220277786254883,85.50736236572266,null,GPS",0,1686112827000,2023-06-07 04:40:32.315000 UTC,2023-06-07T10:10:27
it_866897057670616#2023.06.07.04.40.27.000#1112,it_866897057670616,ENGINE RPM,934.0,0,1686112827000,2023-06-07 04:40:32.313000 UTC,2023-06-07T10:10:27
it_866897057670616#2023.06.07.04.40.27.000#1113,it_866897057670616,Vehicle speed,23,0,1686112827000,2023-06-07 04:40:32.307000 UTC,2023-06-07T10:10:27
it_866897057670616#2023.06.07.04.40.27.000#311,it_866897057670616,EXTERNAL BATTERY,13.885,0,1686112827000,2023-06-07 04:40:32.227000 UTC,2023-06-07T10:10:27
it_866897057670616#2023.06.07.04.40.27.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112827000,2023-06-07 04:40:32.224000 UTC,2023-06-07T10:10:27
it_866897057670616#2023.06.07.04.40.17.000#1112,it_866897057670616,ENGINE RPM,1345.0,0,1686112817000,2023-06-07 04:40:26.718000 UTC,2023-06-07T10:10:17
it_866897057670616#2023.06.07.04.40.17.000#000,it_866897057670616,POSITION,"25.220352172851562,85.50814056396484,null,GPS",0,1686112817000,2023-06-07 04:40:26.709000 UTC,2023-06-07T10:10:17
it_866897057670616#2023.06.07.04.40.17.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112817000,2023-06-07 04:40:25.293000 UTC,2023-06-07T10:10:17
it_866897057670616#2023.06.07.04.40.17.000#311,it_866897057670616,EXTERNAL BATTERY,13.99,0,1686112817000,2023-06-07 04:40:25.288000 UTC,2023-06-07T10:10:17
it_866897057670616#2023.06.07.04.40.06.000#000,it_866897057670616,POSITION,"25.220373153686523,85.50914001464844,null,GPS",0,1686112806000,2023-06-07 04:40:16.788000 UTC,2023-06-07T10:10:06
it_866897057670616#2023.06.07.04.40.06.000#311,it_866897057670616,EXTERNAL BATTERY,13.96,0,1686112806000,2023-06-07 04:40:16.786000 UTC,2023-06-07T10:10:06
it_866897057670616#2023.06.07.04.40.06.000#1112,it_866897057670616,ENGINE RPM,1147.0,0,1686112806000,2023-06-07 04:40:16.785000 UTC,2023-06-07T10:10:06
it_866897057670616#2023.06.07.04.40.06.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112806000,2023-06-07 04:40:16.783000 UTC,2023-06-07T10:10:06
it_866897057670616#2023.06.07.04.40.06.000#1113,it_866897057670616,Vehicle speed,35,0,1686112806000,2023-06-07 04:40:16.780000 UTC,2023-06-07T10:10:06
it_866897057670616#2023.06.07.04.39.57.000#1112,it_866897057670616,ENGINE RPM,1486.0,0,1686112797000,2023-06-07 04:40:03.176000 UTC,2023-06-07T10:09:57
it_866897057670616#2023.06.07.04.39.57.000#000,it_866897057670616,POSITION,"25.220386505126953,85.5099105834961,null,GPS",0,1686112797000,2023-06-07 04:40:03.174000 UTC,2023-06-07T10:09:57
it_866897057670616#2023.06.07.04.39.57.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112797000,2023-06-07 04:40:03.172000 UTC,2023-06-07T10:09:57
it_866897057670616#2023.06.07.04.39.57.000#311,it_866897057670616,EXTERNAL BATTERY,13.96,0,1686112797000,2023-06-07 04:40:03.165000 UTC,2023-06-07T10:09:57
it_866897057670616#2023.06.07.04.39.57.000#1113,it_866897057670616,Vehicle speed,24,0,1686112797000,2023-06-07 04:40:01.278000 UTC,2023-06-07T10:09:57
it_866897057670616#2023.06.07.04.39.47.000#000,it_866897057670616,POSITION,"25.220352172851562,85.51050567626953,null,GPS",0,1686112787000,2023-06-07 04:39:52.570000 UTC,2023-06-07T10:09:47
it_866897057670616#2023.06.07.04.39.47.000#311,it_866897057670616,EXTERNAL BATTERY,13.871,0,1686112787000,2023-06-07 04:39:52.570000 UTC,2023-06-07T10:09:47
it_866897057670616#2023.06.07.04.39.47.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112787000,2023-06-07 04:39:52.568000 UTC,2023-06-07T10:09:47
it_866897057670616#2023.06.07.04.39.47.000#1112,it_866897057670616,ENGINE RPM,1292.0,0,1686112787000,2023-06-07 04:39:52.329000 UTC,2023-06-07T10:09:47
it_866897057670616#2023.06.07.04.39.47.000#1113,it_866897057670616,Vehicle speed,20,0,1686112787000,2023-06-07 04:39:52.296000 UTC,2023-06-07T10:09:47
it_866897057670616#2023.06.07.04.39.37.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112777000,2023-06-07 04:39:46.455000 UTC,2023-06-07T10:09:37
it_866897057670616#2023.06.07.04.39.37.000#000,it_866897057670616,POSITION,"25.220361709594727,85.51104736328125,null,GPS",0,1686112777000,2023-06-07 04:39:46.454000 UTC,2023-06-07T10:09:37
it_866897057670616#2023.06.07.04.39.37.000#311,it_866897057670616,EXTERNAL BATTERY,13.856,0,1686112777000,2023-06-07 04:39:46.451000 UTC,2023-06-07T10:09:37
it_866897057670616#2023.06.07.04.39.37.000#1112,it_866897057670616,ENGINE RPM,956.0,0,1686112777000,2023-06-07 04:39:46.098000 UTC,2023-06-07T10:09:37
it_866897057670616#2023.06.07.04.39.37.000#1113,it_866897057670616,Vehicle speed,14,0,1686112777000,2023-06-07 04:39:46.096000 UTC,2023-06-07T10:09:37
it_866897057670616#2023.06.07.04.39.26.000#000,it_866897057670616,POSITION,"25.22039794921875,85.51153564453125,null,GPS",0,1686112766000,2023-06-07 04:39:32.678000 UTC,2023-06-07T10:09:26
it_866897057670616#2023.06.07.04.39.26.000#1112,it_866897057670616,ENGINE RPM,871.0,0,1686112766000,2023-06-07 04:39:32.674000 UTC,2023-06-07T10:09:26
it_866897057670616#2023.06.07.04.39.26.000#1113,it_866897057670616,Vehicle speed,14,0,1686112766000,2023-06-07 04:39:32.671000 UTC,2023-06-07T10:09:26
it_866897057670616#2023.06.07.04.39.26.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112766000,2023-06-07 04:39:32.046000 UTC,2023-06-07T10:09:26
it_866897057670616#2023.06.07.04.39.26.000#311,it_866897057670616,EXTERNAL BATTERY,14.035,0,1686112766000,2023-06-07 04:39:32.038000 UTC,2023-06-07T10:09:26
it_866897057670616#2023.06.07.04.39.16.000#311,it_866897057670616,EXTERNAL BATTERY,13.542,0,1686112756000,2023-06-07 04:39:22.943000 UTC,2023-06-07T10:09:16
it_866897057670616#2023.06.07.04.39.16.000#000,it_866897057670616,POSITION,"25.220333099365234,85.51174926757812,null,GPS",0,1686112756000,2023-06-07 04:39:22.942000 UTC,2023-06-07T10:09:16
it_866897057670616#2023.06.07.04.39.16.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112756000,2023-06-07 04:39:22.942000 UTC,2023-06-07T10:09:16
it_866897057670616#2023.06.07.04.39.16.000#1112,it_866897057670616,ENGINE RPM,691.5,0,1686112756000,2023-06-07 04:39:22.939000 UTC,2023-06-07T10:09:16
it_866897057670616#2023.06.07.04.39.16.000#1113,it_866897057670616,Vehicle speed,8,0,1686112756000,2023-06-07 04:39:22.841000 UTC,2023-06-07T10:09:16
it_866897057670616#2023.06.07.04.39.12.000#000,it_866897057670616,POSITION,"25.220338821411133,85.5118179321289,null,GPS",0,1686112752000,2023-06-07 04:39:19.613000 UTC,2023-06-07T10:09:12
it_866897057670616#2023.06.07.04.39.12.000#1112,it_866897057670616,ENGINE RPM,744.5,0,1686112752000,2023-06-07 04:39:19.613000 UTC,2023-06-07T10:09:12
it_866897057670616#2023.06.07.04.39.12.000#1113,it_866897057670616,Vehicle speed,10,0,1686112752000,2023-06-07 04:39:19.607000 UTC,2023-06-07T10:09:12
it_866897057670616#2023.06.07.04.39.12.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112752000,2023-06-07 04:39:18.612000 UTC,2023-06-07T10:09:12
it_866897057670616#2023.06.07.04.39.12.000#311,it_866897057670616,EXTERNAL BATTERY,13.542,0,1686112752000,2023-06-07 04:39:18.609000 UTC,2023-06-07T10:09:12
it_866897057670616#2023.06.07.04.39.06.000#311,it_866897057670616,EXTERNAL BATTERY,13.721,0,1686112746000,2023-06-07 04:39:13.006000 UTC,2023-06-07T10:09:06
it_866897057670616#2023.06.07.04.39.06.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112746000,2023-06-07 04:39:13.004000 UTC,2023-06-07T10:09:06
it_866897057670616#2023.06.07.04.39.06.000#000,it_866897057670616,POSITION,"25.220294952392578,85.51203155517578,null,GPS",0,1686112746000,2023-06-07 04:39:13.002000 UTC,2023-06-07T10:09:06
it_866897057670616#2023.06.07.04.39.06.000#1112,it_866897057670616,ENGINE RPM,913.5,0,1686112746000,2023-06-07 04:39:12.617000 UTC,2023-06-07T10:09:06
it_866897057670616#2023.06.07.04.39.06.000#1113,it_866897057670616,Vehicle speed,13,0,1686112746000,2023-06-07 04:39:12.572000 UTC,2023-06-07T10:09:06
it_866897057670616#2023.06.07.04.38.56.000#311,it_866897057670616,EXTERNAL BATTERY,13.826,0,1686112736000,2023-06-07 04:39:01.650000 UTC,2023-06-07T10:08:56
it_866897057670616#2023.06.07.04.38.56.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112736000,2023-06-07 04:39:01.648000 UTC,2023-06-07T10:08:56
it_866897057670616#2023.06.07.04.38.56.000#000,it_866897057670616,POSITION,"25.22014045715332,85.5124282836914,null,GPS",0,1686112736000,2023-06-07 04:39:01.647000 UTC,2023-06-07T10:08:56
it_866897057670616#2023.06.07.04.38.56.000#1112,it_866897057670616,ENGINE RPM,723.0,0,1686112736000,2023-06-07 04:39:01.286000 UTC,2023-06-07T10:08:56
it_866897057670616#2023.06.07.04.38.56.000#1113,it_866897057670616,Vehicle speed,10,0,1686112736000,2023-06-07 04:39:01.281000 UTC,2023-06-07T10:08:56
it_866897057670616#2023.06.07.04.38.47.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112727000,2023-06-07 04:38:53.870000 UTC,2023-06-07T10:08:47
it_866897057670616#2023.06.07.04.38.47.000#000,it_866897057670616,POSITION,"25.220041275024414,85.51266479492188,null,GPS",0,1686112727000,2023-06-07 04:38:53.869000 UTC,2023-06-07T10:08:47
it_866897057670616#2023.06.07.04.38.47.000#311,it_866897057670616,EXTERNAL BATTERY,13.871,0,1686112727000,2023-06-07 04:38:53.867000 UTC,2023-06-07T10:08:47
it_866897057670616#2023.06.07.04.38.47.000#1112,it_866897057670616,ENGINE RPM,856.5,0,1686112727000,2023-06-07 04:38:51.717000 UTC,2023-06-07T10:08:47
it_866897057670616#2023.06.07.04.38.47.000#1113,it_866897057670616,Vehicle speed,8,0,1686112727000,2023-06-07 04:38:51.706000 UTC,2023-06-07T10:08:47
it_866897057670616#2023.06.07.04.38.37.000#000,it_866897057670616,POSITION,"25.219970703125,85.51303100585938,null,GPS",0,1686112717000,2023-06-07 04:38:44.740000 UTC,2023-06-07T10:08:37
it_866897057670616#2023.06.07.04.38.35.000#000,it_866897057670616,POSITION,"25.219970703125,85.51303100585938,null,GPS",0,1686112715000,2023-06-07 04:38:44.517000 UTC,2023-06-07T10:08:35
it_866897057670616#2023.06.07.04.38.35.000#1112,it_866897057670616,ENGINE RPM,1033.5,0,1686112715000,2023-06-07 04:38:44.514000 UTC,2023-06-07T10:08:35
it_866897057670616#2023.06.07.04.38.35.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112715000,2023-06-07 04:38:44.514000 UTC,2023-06-07T10:08:35
it_866897057670616#2023.06.07.04.38.37.000#311,it_866897057670616,EXTERNAL BATTERY,13.856,0,1686112717000,2023-06-07 04:38:44.514000 UTC,2023-06-07T10:08:37
it_866897057670616#2023.06.07.04.38.37.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112717000,2023-06-07 04:38:44.512000 UTC,2023-06-07T10:08:37
it_866897057670616#2023.06.07.04.38.35.000#311,it_866897057670616,EXTERNAL BATTERY,13.856,0,1686112715000,2023-06-07 04:38:44.506000 UTC,2023-06-07T10:08:35
it_866897057670616#2023.06.07.04.38.37.000#1112,it_866897057670616,ENGINE RPM,1033.5,0,1686112717000,2023-06-07 04:38:44.505000 UTC,2023-06-07T10:08:37
it_866897057670616#2023.06.07.04.38.37.000#1113,it_866897057670616,Vehicle speed,16,0,1686112717000,2023-06-07 04:38:44.483000 UTC,2023-06-07T10:08:37
it_866897057670616#2023.06.07.04.38.35.000#1113,it_866897057670616,Vehicle speed,16,0,1686112715000,2023-06-07 04:38:44.471000 UTC,2023-06-07T10:08:35
it_866897057670616#2023.06.07.04.38.26.000#311,it_866897057670616,EXTERNAL BATTERY,13.841,0,1686112706000,2023-06-07 04:38:38.340000 UTC,2023-06-07T10:08:26
it_866897057670616#2023.06.07.04.38.26.000#000,it_866897057670616,POSITION,"25.220041275024414,85.51342010498047,null,GPS",0,1686112706000,2023-06-07 04:38:38.339000 UTC,2023-06-07T10:08:26
it_866897057670616#2023.06.07.04.38.26.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112706000,2023-06-07 04:38:38.337000 UTC,2023-06-07T10:08:26
it_866897057670616#2023.06.07.04.38.26.000#1112,it_866897057670616,ENGINE RPM,706.5,0,1686112706000,2023-06-07 04:38:38.336000 UTC,2023-06-07T10:08:26
it_866897057670616#2023.06.07.04.38.26.000#1113,it_866897057670616,Vehicle speed,10,0,1686112706000,2023-06-07 04:38:38.325000 UTC,2023-06-07T10:08:26
it_866897057670616#2023.06.07.04.38.18.000#000,it_866897057670616,POSITION,"25.220182418823242,85.5135498046875,null,GPS",0,1686112698000,2023-06-07 04:38:36.262000 UTC,2023-06-07T10:08:18
it_866897057670616#2023.06.07.04.38.18.000#1112,it_866897057670616,ENGINE RPM,743.0,0,1686112698000,2023-06-07 04:38:36.257000 UTC,2023-06-07T10:08:18
it_866897057670616#2023.06.07.04.38.18.000#1113,it_866897057670616,Vehicle speed,10,0,1686112698000,2023-06-07 04:38:36.194000 UTC,2023-06-07T10:08:18
it_866897057670616#2023.06.07.04.38.18.000#311,it_866897057670616,EXTERNAL BATTERY,13.841,0,1686112698000,2023-06-07 04:38:35.970000 UTC,2023-06-07T10:08:18
it_866897057670616#2023.06.07.04.38.18.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112698000,2023-06-07 04:38:35.967000 UTC,2023-06-07T10:08:18
it_866897057670616#2023.06.07.04.38.16.000#000,it_866897057670616,POSITION,"25.22026252746582,85.51360321044922,null,GPS",0,1686112696000,2023-06-07 04:38:33.167000 UTC,2023-06-07T10:08:16
it_866897057670616#2023.06.07.04.38.16.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112696000,2023-06-07 04:38:33.165000 UTC,2023-06-07T10:08:16
it_866897057670616#2023.06.07.04.38.16.000#311,it_866897057670616,EXTERNAL BATTERY,13.841,0,1686112696000,2023-06-07 04:38:33.164000 UTC,2023-06-07T10:08:16
it_866897057670616#2023.06.07.04.38.16.000#1112,it_866897057670616,ENGINE RPM,675.0,0,1686112696000,2023-06-07 04:38:32.691000 UTC,2023-06-07T10:08:16
it_866897057670616#2023.06.07.04.38.16.000#1113,it_866897057670616,Vehicle speed,11,0,1686112696000,2023-06-07 04:38:32.678000 UTC,2023-06-07T10:08:16
it_866897057670616#2023.06.07.04.38.11.000#000,it_866897057670616,POSITION,"25.22032928466797,85.513671875,null,GPS",0,1686112691000,2023-06-07 04:38:30.388000 UTC,2023-06-07T10:08:11
it_866897057670616#2023.06.07.04.38.11.000#1112,it_866897057670616,ENGINE RPM,870.5,0,1686112691000,2023-06-07 04:38:30.388000 UTC,2023-06-07T10:08:11
it_866897057670616#2023.06.07.04.38.11.000#1113,it_866897057670616,Vehicle speed,13,0,1686112691000,2023-06-07 04:38:30.380000 UTC,2023-06-07T10:08:11
it_866897057670616#2023.06.07.04.38.11.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112691000,2023-06-07 04:38:29.548000 UTC,2023-06-07T10:08:11
it_866897057670616#2023.06.07.04.38.11.000#311,it_866897057670616,EXTERNAL BATTERY,13.766,0,1686112691000,2023-06-07 04:38:29.546000 UTC,2023-06-07T10:08:11
it_866897057670616#2023.06.07.04.38.10.000#000,it_866897057670616,POSITION,"25.220317840576172,85.51375579833984,null,GPS",0,1686112690000,2023-06-07 04:38:25.413000 UTC,2023-06-07T10:08:10
it_866897057670616#2023.06.07.04.38.10.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112690000,2023-06-07 04:38:25.413000 UTC,2023-06-07T10:08:10
it_866897057670616#2023.06.07.04.38.10.000#1112,it_866897057670616,ENGINE RPM,870.5,0,1686112690000,2023-06-07 04:38:25.411000 UTC,2023-06-07T10:08:10
it_866897057670616#2023.06.07.04.38.10.000#311,it_866897057670616,EXTERNAL BATTERY,13.766,0,1686112690000,2023-06-07 04:38:25.411000 UTC,2023-06-07T10:08:10
it_866897057670616#2023.06.07.04.38.10.000#1113,it_866897057670616,Vehicle speed,13,0,1686112690000,2023-06-07 04:38:25.369000 UTC,2023-06-07T10:08:10
it_866897057670616#2023.06.07.04.38.07.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112687000,2023-06-07 04:38:13.373000 UTC,2023-06-07T10:08:07
it_866897057670616#2023.06.07.04.38.07.000#000,it_866897057670616,POSITION,"25.220422744750977,85.51390075683594,null,GPS",0,1686112687000,2023-06-07 04:38:13.372000 UTC,2023-06-07T10:08:07
it_866897057670616#2023.06.07.04.38.07.000#311,it_866897057670616,EXTERNAL BATTERY,13.766,0,1686112687000,2023-06-07 04:38:13.368000 UTC,2023-06-07T10:08:07
it_866897057670616#2023.06.07.04.38.07.000#1112,it_866897057670616,ENGINE RPM,968.5,0,1686112687000,2023-06-07 04:38:13.283000 UTC,2023-06-07T10:08:07
it_866897057670616#2023.06.07.04.38.07.000#1113,it_866897057670616,Vehicle speed,15,0,1686112687000,2023-06-07 04:38:13.243000 UTC,2023-06-07T10:08:07
it_866897057670616#2023.06.07.04.38.02.000#1112,it_866897057670616,ENGINE RPM,878.0,0,1686112682000,2023-06-07 04:38:10.495000 UTC,2023-06-07T10:08:02
it_866897057670616#2023.06.07.04.38.02.000#000,it_866897057670616,POSITION,"25.220422744750977,85.51407623291016,null,GPS",0,1686112682000,2023-06-07 04:38:10.493000 UTC,2023-06-07T10:08:02
it_866897057670616#2023.06.07.04.38.02.000#1113,it_866897057670616,Vehicle speed,14,0,1686112682000,2023-06-07 04:38:10.486000 UTC,2023-06-07T10:08:02
it_866897057670616#2023.06.07.04.38.02.000#311,it_866897057670616,EXTERNAL BATTERY,13.871,0,1686112682000,2023-06-07 04:38:09.787000 UTC,2023-06-07T10:08:02
it_866897057670616#2023.06.07.04.38.02.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112682000,2023-06-07 04:38:09.785000 UTC,2023-06-07T10:08:02
it_866897057670616#2023.06.07.04.37.56.000#1112,it_866897057670616,ENGINE RPM,862.0,0,1686112676000,2023-06-07 04:38:04.101000 UTC,2023-06-07T10:07:56
it_866897057670616#2023.06.07.04.37.56.000#000,it_866897057670616,POSITION,"25.220407485961914,85.51428985595703,null,GPS",0,1686112676000,2023-06-07 04:38:04.099000 UTC,2023-06-07T10:07:56
it_866897057670616#2023.06.07.04.37.56.000#1113,it_866897057670616,Vehicle speed,6,0,1686112676000,2023-06-07 04:38:04.065000 UTC,2023-06-07T10:07:56
it_866897057670616#2023.06.07.04.37.56.000#311,it_866897057670616,EXTERNAL BATTERY,13.781,0,1686112676000,2023-06-07 04:38:01.535000 UTC,2023-06-07T10:07:56
it_866897057670616#2023.06.07.04.37.56.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112676000,2023-06-07 04:38:01.533000 UTC,2023-06-07T10:07:56
it_866897057670616#2023.06.07.04.37.46.000#311,it_866897057670616,EXTERNAL BATTERY,13.885,0,1686112666000,2023-06-07 04:37:51.351000 UTC,2023-06-07T10:07:46
it_866897057670616#2023.06.07.04.37.46.000#331,it_866897057670616,IGNITION_STATUS,1,0,1686112666000,2023-06-07 04:37:51.348000 UTC,2023-06-07T10:07:46
it_866897057670616#2023.06.07.04.37.46.000#000,it_866897057670616,POSITION,"25.220413208007812,85.51441955566406,null,GPS",0,1686112666000,2023-06-07 04:37:51.346000 UTC,2023-06-07T10:07:46
it_866897057670616#2023.06.07.04.37.46.000#1112,it_866897057670616,ENGINE RPM,885.5,0,1686112666000,2023-06-07 04:37:51.149000 UTC,2023-06-07T10:07:46
it_866897057670616#2023.06.07.04.37.46.000#1113,it_866897057670616,Vehicle speed,3,0,1686112666000,2023-06-07 04:37:51.137000 UTC,2023-06-07T10:07:46
